Kanton;Woche;endend;Alter;untGrenze;Erwartung;obeGrenze;AnzTF_HR;Exzess
TG  ;          37;13.09.2020;65+     ;          17;          32;          47;          41;           .
TG  ;          38;20.09.2020;65+     ;          18;          32;          47;          25;           .
TG  ;          39;27.09.2020;65+     ;          18;          33;          47;          29;           .
TG  ;          40;04.10.2020;65+     ;          18;          33;          48;          32;           .
TG  ;          41;11.10.2020;65+     ;          19;          33;          48;          27;           .
TG  ;          42;18.10.2020;65+     ;          19;          34;          49;          28;           .
TG  ;          43;25.10.2020;65+     ;          19;          34;          49;          50;          50
TG  ;          44;01.11.2020;65+     ;          19;          34;          49;          47;           .
TG  ;          45;08.11.2020;65+     ;          19;          35;          50;          60;          60
TG  ;          46;15.11.2020;65+     ;          20;          35;          50;          44;           .
TG  ;          47;22.11.2020;65+     ;          20;          35;          50;          50;           .
TG  ;          48;29.11.2020;65+     ;          20;          35;          50;          57;          57
TG  ;          49;06.12.2020;65+     ;          20;          35;          51;        51.6;        51.6
TG  ;          50;13.12.2020;65+     ;          20;          35;          51;        51.6;        51.6
TG  ;          51;20.12.2020;65+     ;          20;          36;          51;        77.1;        77.1
TG  ;          52;27.12.2020;65+     ;          20;          36;          51;        70.6;        70.6
TG  ;          53;03.01.2021;65+     ;          20;          36;          51;           .;           .
TI  ;           1;05.01.2020;0-64    ;           0;           6;          12;           4;           .
TI  ;           2;12.01.2020;0-64    ;           0;           6;          12;           7;           .
TI  ;           3;19.01.2020;0-64    ;           0;           6;          12;           5;           .
TI  ;           4;26.01.2020;0-64    ;           0;           6;          13;           5;           .
TI  ;           5;02.02.2020;0-64    ;           0;           6;          13;           7;           .
TI  ;           6;09.02.2020;0-64    ;           0;           6;          13;           7;           .
TI  ;           7;16.02.2020;0-64    ;           0;           7;          13;           4;           .
TI  ;           8;23.02.2020;0-64    ;           0;           7;          13;           7;           .
TI  ;           9;01.03.2020;0-64    ;           0;           7;          14;           6;           .
TI  ;          10;08.03.2020;0-64    ;           0;           7;          13;           5;           .
TI  ;          11;15.03.2020;0-64    ;           0;           7;          13;           5;           .
TI  ;          12;22.03.2020;0-64    ;           0;           7;          13;          10;           .
TI  ;          13;29.03.2020;0-64    ;           0;           7;          13;          10;           .
TI  ;          14;05.04.2020;0-64    ;           0;           7;          13;           6;           .
TI  ;          15;12.04.2020;0-64    ;           0;           6;          13;           7;           .
TI  ;          16;19.04.2020;0-64    ;           0;           6;          13;          13;          13
TI  ;          17;26.04.2020;0-64    ;           0;           6;          12;          12;           .
TI  ;          18;03.05.2020;0-64    ;           0;           6;          12;           5;           .
TI  ;          19;10.05.2020;0-64    ;           0;           6;          12;          10;           .
TI  ;          20;17.05.2020;0-64    ;           0;           6;          12;          16;          16
TI  ;          21;24.05.2020;0-64    ;           0;           6;          12;           7;           .
TI  ;          22;31.05.2020;0-64    ;           0;           6;          12;           0;           .
TI  ;          23;07.06.2020;0-64    ;           0;           6;          12;           7;           .
TI  ;          24;14.06.2020;0-64    ;           0;           6;          12;           7;           .
TI  ;          25;21.06.2020;0-64    ;           0;           6;          12;           6;           .
TI  ;          26;28.06.2020;0-64    ;           0;           6;          12;           5;           .
TI  ;          27;05.07.2020;0-64    ;           0;           6;          12;           5;           .
TI  ;          28;12.07.2020;0-64    ;           0;           6;          12;           8;           .
TI  ;          29;19.07.2020;0-64    ;           0;           6;          12;           1;           .
